Group,Country,Value,Key
Forbidden Island,Trinidad and Tobago,7,1
Forbidden Island,Uganda,7.5,1
Forbidden Island,Ukraine,7.22,6
Forbidden Island,USA,7.23,1325
Forbidden Island,Uruguay,7.63,4
Forbidden Island,Venezuela,7,1
Formula D,Argentina,7.14,8
Formula D,Australia,7.06,29
Formula D,Austria,7.86,7
Formula D,Belgium,7.67,18
Formula D,Bolivia,10,1
Formula D,Brazil,7.82,25
Formula D,Canada,7.48,80
Formula D,Chile,6.83,3
Formula D,China,6.74,5
Formula D,Colombia,8,1
Formula D,Croatia,5.8,1
Formula D,Czech Republic,6.5,4
Formula D,Denmark,6.6,5
Formula D,England,7.4,4
Formula D,Estonia,7.24,5
Formula D,Finland,7.63,8
Formula D,France,7.43,8
Formula D,Germany,7.27,42
Formula D,Greece,7.29,16
Formula D,Hungary,7,2
Formula D,Iceland,7,1
Formula D,Indonesia,7.5,1
Formula D,Ireland,7.25,4
Formula D,Israel,6,1
Formula D,Italy,7.46,23
Formula D,Japan,7.33,6
Formula D,Latvia,7,1
Formula D,Lebanon,7,1
Formula D,Lithuania,7.75,4
Formula D,Macedonia,9,1
Formula D,Malaysia,6.3,5
Formula D,Mexico,8,6
Formula D,Netherlands,7.42,13
Formula D,New Zealand,7.14,8
Formula D,Norway,7.64,7
Formula D,Peru,7,2
Formula D,Philippines,4.67,3
Formula D,Poland,6.81,8
Formula D,Portugal,6.99,7
Formula D,Qatar,6.5,2
Formula D,Romania,7.36,5
Formula D,Russia,7.6,5
Formula D,Republic of Serbia,7,1
Formula D,South Africa,6.5,2
Formula D,South Korea,6.43,7
Formula D,Spain,7.62,80
Formula D,Sweden,7.24,16
Formula D,Switzerland,5.33,3
Formula D,Taiwan,6,1
Formula D,Thailand,8.67,3
Formula D,Ukraine,8,1
Formula D,USA,7.4,478
Formula D,Uruguay,8,2
Formula D,Venezuela,9,1
Formula Dû?,Australia,7.09,16
Formula Dû?,Austria,7,4
Formula Dû?,Belgium,7.63,16
Formula Dû?,Brazil,7.21,9
Formula Dû?,Canada,7.18,66
Formula Dû?,Czech Republic,7.9,5
Formula Dû?,Denmark,6.67,9
Formula Dû?,England,6.89,9
Formula Dû?,Finland,6.7,10
Formula Dû?,France,7.46,13
Formula Dû?,Germany,7.56,55
Formula Dû?,Greece,7.58,14
Formula Dû?,Hungary,8.17,3
Formula Dû?,Ireland,7,2
Formula Dû?,Italy,7.3,52
Formula Dû?,Japan,6,9
Formula Dû?,Mongolia,7,1
Formula Dû?,Netherlands,7.48,18
Formula Dû?,New Zealand,7.24,9
Formula Dû?,Norway,6.67,12
Formula Dû?,Poland,8.5,2
Formula Dû?,Portugal,7.1,5
Formula Dû?,Qatar,7.2,1
Formula Dû?,Russia,9,1
Formula Dû?,Republic of Serbia,8,1
Formula Dû?,South Africa,7,1
Formula Dû?,South Korea,7.29,14
Formula Dû?,Spain,7.86,42
Formula Dû?,Sweden,6.77,27
Formula Dû?,Switzerland,7.67,3
Formula Dû?,Taiwan,7,2
Formula Dû?,USA,7.22,527
Formula Dû?,Venezuela,8,1
Galaxy Trucker,Albania,5.5,1
Galaxy Trucker,Argentina,7.25,4
Galaxy Trucker,Australia,7.78,49
Galaxy Trucker,Austria,8.5,8
Galaxy Trucker,Belgium,7.35,15
Galaxy Trucker,Bolivia,8.75,2
Galaxy Trucker,Brazil,8.67,30
Galaxy Trucker,Canada,7.73,167
Galaxy Trucker,Chile,6.3,5
Galaxy Trucker,China,7.93,13
Galaxy Trucker,Colombia,8.38,4
Galaxy Trucker,Croatia,9,2
Galaxy Trucker,Czech Republic,8.16,19
Galaxy Trucker,Denmark,7.16,11
Galaxy Trucker,England,8.06,8
Galaxy Trucker,Estonia,6.67,3
Galaxy Trucker,Finland,8.26,23
Galaxy Trucker,France,7.99,17
Galaxy Trucker,Germany,8.15,121
Galaxy Trucker,Greece,8.26,19
Galaxy Trucker,Guatemala,7,1
Galaxy Trucker,Hungary,7.57,7
Galaxy Trucker,India,7.5,1
Galaxy Trucker,Indonesia,7.88,4
Galaxy Trucker,Iran,3,1
Galaxy Trucker,Ireland,7.21,7
Galaxy Trucker,Israel,8,5
Galaxy Trucker,Italy,7.89,28
Galaxy Trucker,Japan,7.06,18
Galaxy Trucker,Latvia,6.25,4
Galaxy Trucker,Lithuania,8.17,6
Galaxy Trucker,Luxembourg,8,1
Galaxy Trucker,Malaysia,8.33,3
Galaxy Trucker,Mexico,7.7,4
Galaxy Trucker,Moldova,6,1
Galaxy Trucker,Netherlands,7.7,24
Galaxy Trucker,New Zealand,7.2,16
Galaxy Trucker,Norway,7.96,9
Galaxy Trucker,Philippines,6.5,2
Galaxy Trucker,Poland,7.48,62
Galaxy Trucker,Portugal,8.7,7
Galaxy Trucker,Qatar,6.8,1
Galaxy Trucker,Romania,8.23,4
Galaxy Trucker,Russia,7.85,13
Galaxy Trucker,Republic of Serbia,8.2,2
Galaxy Trucker,Slovakia,10,1
Galaxy Trucker,Slovenia,10,1
Galaxy Trucker,South Africa,7.25,2
Galaxy Trucker,South Korea,7.11,17
Galaxy Trucker,Spain,7.85,84
Galaxy Trucker,Sweden,7.44,25
Galaxy Trucker,Switzerland,7.9,5
Galaxy Trucker,Taiwan,7.82,16
Galaxy Trucker,Thailand,8,2
Galaxy Trucker,Turkey,6,1
Galaxy Trucker,Ukraine,8.5,3
Galaxy Trucker,USA,7.57,769
Galaxy Trucker,Vietnam,8.4,3
Go,Argentina,8.71,7
Go,Australia,7.42,21
Go,Austria,5.83,6
Go,Belgium,9,10
Go,Brazil,8.92,15
Go,Bulgaria,7,2
Go,Canada,7.85,101
Go,Chile,9.03,6
Go,China,9.25,23
Go,Colombia,7.5,2
Go,Croatia,9.25,4
Go,Czech Republic,7.11,9
Go,Denmark,4.4,5
Go,England,7.5,6
Go,Finland,8,24
Go,France,8.2,9
Go,Germany,7.7,50
Go,Greece,8.33,6
Go,Guatemala,10,1
Go,Hungary,8.13,8
Go,India,7.4,2
Go,Indonesia,8,1
Go,Ireland,7.33,3
Go,Israel,7.33,3
Go,Italy,8.17,32
Go,Japan,7.25,12
Go,Latvia,5.5,2
Go,Lithuania,9,4
Go,Malaysia,8.26,3
Go,Mexico,7.63,4
Go,Netherlands,8.24,18
Go,New Zealand,8,7
Go,Norway,7.02,12
Go,Peru,8,1
Go,Poland,8.32,25
Go,Portugal,7.45,2
Go,Romania,9.5,2
Go,Russia,7.35,10
Go,Republic of Serbia,7,4
Go,Slovenia,10,1
Go,South Africa,7.5,2
Go,South Korea,7.54,14
Go,Spain,7.69,46
Go,Sweden,7.39,23
Go,Switzerland,8.63,4
Go,Taiwan,8.85,10
Go,Thailand,8,6
Go,Turkey,9,1
Go,USA,7.61,618
Go,Venezuela,6.5,2
Goa,Australia,7.93,26
Goa,Austria,8.73,11
Goa,Belgium,7.93,27
Goa,Brazil,8.44,17
Goa,Canada,8.16,89
Goa,Chile,8.07,6
Goa,China,8.03,9
Goa,Colombia,7.75,2
Goa,Croatia,9,1
Goa,Czech Republic,7.71,7
Goa,Denmark,6.4,5
Goa,England,7.6,5
Goa,Estonia,10,1
Goa,Finland,7.65,13
Goa,France,8.1,17
Goa,Germany,8.13,95
Goa,Greece,7.83,12
Goa,Hungary,8,6
Goa,Iceland,8.5,1
Goa,India,8.13,4
Goa,Ireland,7,1
Goa,Israel,8.88,4
Goa,Italy,7.92,30
Goa,Japan,6.25,10
Goa,Lithuania,8,1
Goa,Luxembourg,8.8,1
Goa,Malaysia,7.5,2
Goa,Mexico,7.4,1
Goa,Netherlands,7.81,18
Goa,New Zealand,7.53,8
Goa,Norway,8.48,10
Goa,Philippines,2,1
Goa,Poland,8.44,32
Goa,Portugal,7.6,5
Goa,Romania,9.05,2
Goa,Slovenia,9.5,2
Goa,South Africa,7,1
Goa,South Korea,7.81,21
Goa,Spain,8.11,49
Goa,Sweden,8.13,20
Goa,Switzerland,8.5,4
Goa,Taiwan,8.15,13
Goa,Thailand,8,1
Goa,Ukraine,5,1
Goa,USA,7.66,456
Goa,Uruguay,9,1
Goa,Venezuela,10,2
Guillotine,Argentina,6.38,4
Guillotine,Australia,6.81,40
Guillotine,Austria,6.5,2
Guillotine,Belgium,7.24,18
Guillotine,Brazil,7.49,19
Guillotine,Canada,6.93,134
Guillotine,Chile,6.52,5
Guillotine,China,5.5,4
Guillotine,Colombia,6.5,1
Guillotine,Denmark,6.08,10
Guillotine,England,7.25,4
Guillotine,Estonia,6.67,3
Guillotine,Finland,6.39,29
Guillotine,France,6.39,9
Guillotine,Germany,7.16,55
Guillotine,Greece,7.34,26
Guillotine,Hungary,6.5,2
Guillotine,Ireland,5,1
Guillotine,Israel,6.25,6
Guillotine,Italy,6.9,23
Guillotine,Japan,5.6,5
Guillotine,Latvia,6.75,1
Guillotine,Lithuania,7.5,1
Guillotine,Malaysia,7.25,2
Guillotine,Mexico,6.17,3
Guillotine,Netherlands,7,25
Guillotine,New Zealand,7.2,5
Guillotine,Norway,6.97,15
Guillotine,Philippines,7.5,1
Guillotine,Poland,6.6,15
Guillotine,Portugal,6.51,10
Guillotine,Russia,7,2
Guillotine,Republic of Serbia,6.25,4
Guillotine,South Korea,6.29,7
Guillotine,Spain,6.74,34
Guillotine,Sweden,6.68,22
Guillotine,Switzerland,6.5,3
Guillotine,Taiwan,7.11,7
Guillotine,Thailand,8.33,3
Guillotine,Ukraine,6.5,2
Guillotine,USA,6.91,1080
Guillotine,Venezuela,9,1
Hanabi,Argentina,7.62,14
Hanabi,Australia,7.61,56
Hanabi,Austria,7.7,10
Hanabi,Belarus,6,1
Hanabi,Belgium,7.62,15
Hanabi,Brazil,7.69,44
Hanabi,Bulgaria,8,4
Hanabi,Canada,7.3,136
Hanabi,Chile,8.17,11
Hanabi,China,7.79,14
Hanabi,Colombia,6.92,6
Hanabi,Croatia,7.48,5
Hanabi,Czech Republic,8,7
Hanabi,Denmark,6.86,7
Hanabi,England,7.41,9
Hanabi,Estonia,7.75,2
Hanabi,Finland,7.62,15
Hanabi,France,7.7,25
Hanabi,Germany,7.31,122
Hanabi,Greece,7.76,20
Hanabi,Guatemala,8,1
Hanabi,Hungary,7.23,15
Hanabi,Iceland,6,1
Hanabi,India,7.38,4
Hanabi,Indonesia,9,2
Hanabi,Ireland,8.5,3
Hanabi,Israel,7.74,10
Hanabi,Italy,7.45,32
Hanabi,Japan,7,24
Hanabi,Latvia,7.45,5
Hanabi,Lithuania,6.5,9
Hanabi,Luxembourg,6.67,3
Hanabi,Malaysia,8,2
Hanabi,Mexico,8.41,13
Hanabi,Moldova,10,2
Hanabi,Netherlands,7.42,17
Hanabi,New Zealand,7.67,14
Hanabi,Norway,6.71,7
Hanabi,Peru,7,2
Hanabi,Philippines,6.67,6
Hanabi,Poland,7.05,32
Hanabi,Portugal,7.27,15
Hanabi,Qatar,5.8,1
Hanabi,Romania,7.07,11
Hanabi,Russia,7.44,9
Hanabi,Saudi Arabia,5.5,2
Hanabi,Republic of Serbia,8.2,5
Hanabi,Slovakia,5,1
Hanabi,Slovenia,8,4
Hanabi,South Africa,9,1
Hanabi,South Korea,6.91,20
Hanabi,Spain,7.34,90
Hanabi,Sri Lanka,7,1
Hanabi,Sweden,7.08,25
Hanabi,Switzerland,7.48,12
Hanabi,Taiwan,7.85,18
Hanabi,Thailand,7.64,7
Hanabi,Turkey,7,1
Hanabi,Ukraine,7,1
Hanabi,USA,7.5,735
Hanabi,Uruguay,8,1
Hanabi,Venezuela,7.5,2
Hanabi,Vietnam,7.38,2
Hanabi,Zambia,4,1
"Hey, That's My Fish!",Argentina,7.13,4
"Hey, That's My Fish!",Australia,6.87,57
"Hey, That's My Fish!",Austria,6.5,2
"Hey, That's My Fish!",Belarus,7,1
"Hey, That's My Fish!",Belgium,7.14,19
"Hey, That's My Fish!",Bolivia,10,1
"Hey, That's My Fish!",Brazil,7.31,26
"Hey, That's My Fish!",Brunei,8,1
"Hey, That's My Fish!",Canada,6.86,113
"Hey, That's My Fish!",Chile,7.39,10
"Hey, That's My Fish!",China,6.83,6
"Hey, That's My Fish!",Colombia,6.5,2
"Hey, That's My Fish!",Croatia,8,3
"Hey, That's My Fish!",Czech Republic,6,5
"Hey, That's My Fish!",Denmark,6.4,10
"Hey, That's My Fish!",England,7.14,11
"Hey, That's My Fish!",Estonia,6.58,6
"Hey, That's My Fish!",Finland,6.95,19
"Hey, That's My Fish!",France,7.81,18
"Hey, That's My Fish!",Germany,7.06,60
"Hey, That's My Fish!",Greece,7.1,16
"Hey, That's My Fish!",Hungary,7.2,8
"Hey, That's My Fish!",Iceland,7.5,2
"Hey, That's My Fish!",India,7.2,5
"Hey, That's My Fish!",Indonesia,6.15,2
"Hey, That's My Fish!",Ireland,7.25,8
"Hey, That's My Fish!",Israel,6.62,5
"Hey, That's My Fish!",Italy,7.41,15
"Hey, That's My Fish!",Japan,6.92,29
"Hey, That's My Fish!",Latvia,6.83,3
"Hey, That's My Fish!",Lithuania,8,1
"Hey, That's My Fish!",Luxembourg,6,1
"Hey, That's My Fish!",Malaysia,7.4,5
"Hey, That's My Fish!",Mexico,7.08,6
"Hey, That's My Fish!",Moldova,10,1
"Hey, That's My Fish!",Netherlands,7.14,27
"Hey, That's My Fish!",New Zealand,6.96,11
"Hey, That's My Fish!",Norway,6.86,14
"Hey, That's My Fish!",Peru,7,1
"Hey, That's My Fish!",Philippines,7.33,3
"Hey, That's My Fish!",Poland,6.62,48
"Hey, That's My Fish!",Portugal,6.91,9
"Hey, That's My Fish!",Qatar,6,1
"Hey, That's My Fish!",Romania,8.23,6
"Hey, That's My Fish!",Russia,6.36,14
"Hey, That's My Fish!",Republic of Serbia,8,2
"Hey, That's My Fish!",Slovakia,5,1
"Hey, That's My Fish!",Slovenia,7.5,2
"Hey, That's My Fish!",South Africa,7.75,2
"Hey, That's My Fish!",South Korea,7.14,11
"Hey, That's My Fish!",Spain,6.98,76
"Hey, That's My Fish!",Sweden,6.43,21
"Hey, That's My Fish!",Switzerland,6.13,4
"Hey, That's My Fish!",Taiwan,6.89,9
"Hey, That's My Fish!",Thailand,6.62,5
"Hey, That's My Fish!",Turkey,7,1
"Hey, That's My Fish!",Ukraine,7.33,3
"Hey, That's My Fish!",USA,6.99,662
"Hey, That's My Fish!",Uruguay,7.5,1
"Hey, That's My Fish!",Vietnam,7,2
Hive,Argentina,7.8,13
Hive,Australia,7.3,53
Hive,Austria,6.5,9
Hive,The Bahamas,9,1
Hive,Belarus,8,1
Hive,Belgium,7.66,21
Hive,Brazil,8.01,37
Hive,Bulgaria,7.5,2
Hive,Canada,7.45,155
Hive,Chile,7.63,7
Hive,China,7.43,17
Hive,Colombia,8.5,3
Hive,Croatia,9,3
Hive,Czech Republic,8,5
Hive,Denmark,6.2,9
Hive,England,7.55,11
Hive,Estonia,7.25,4
Hive,Finland,6.5,12
Hive,France,8.19,9
Hive,Germany,7.53,82
Hive,Greece,7.95,22
Hive,Hungary,7.54,14
Hive,India,8,4
Hive,Indonesia,8,2
Hive,Iran,8.5,2
Hive,Ireland,7.71,7
Hive,Israel,7.28,9
Hive,Italy,7.76,32
Hive,Japan,5.67,6
Hive,Latvia,7.62,5
Hive,Lithuania,7,2
Hive,Luxembourg,7.33,3
Hive,Malaysia,8.7,4
Hive,Mexico,7.94,5
Hive,Netherlands,7.19,29
Hive,New Zealand,6.99,10
Hive,Norway,6.78,8
Hive,Peru,7.5,1
Hive,Philippines,6.3,5
Hive,Poland,7.46,70
Hive,Portugal,7.81,18
Hive,Qatar,6.2,1
Hive,Romania,7.68,4
Hive,Russia,7.63,10
Hive,Republic of Serbia,7.87,3
Hive,Slovakia,8,3
Hive,Slovenia,9.5,2
Hive,South Africa,7.25,4
Hive,South Korea,7.25,10
Hive,Spain,7.65,111
Hive,Sweden,7.36,18
Hive,Switzerland,8.29,7
Hive,Taiwan,7.49,16
Hive,Thailand,6.38,4
Hive,Uganda,6,1
Hive,Ukraine,8.75,4
Hive,USA,7.49,854
Hive,Uruguay,8,1
Hive,Vietnam,5.25,1
Ingenious,Argentina,7.33,3
Ingenious,Australia,7.46,28
Ingenious,Austria,6.38,12
Ingenious,Belarus,9.5,1
Ingenious,Belgium,7.61,17
Ingenious,Brazil,7.96,30
Ingenious,Bulgaria,7,1
Ingenious,Canada,7.57,88
Ingenious,Chile,8.17,12
Ingenious,China,7.5,11
Ingenious,Colombia,10,1
Ingenious,Croatia,8.88,5
Ingenious,Czech Republic,8.21,7
Ingenious,Denmark,7,5
Ingenious,England,7.88,8
Ingenious,Estonia,9,2
Ingenious,Finland,7.57,25
Ingenious,France,7.69,13
Ingenious,Germany,7.58,112
Ingenious,Greece,7.79,21
Ingenious,Guatemala,7,1
Ingenious,Hungary,7.68,8
Ingenious,India,8,1
Ingenious,Indonesia,5,2
Ingenious,Ireland,7.75,4
Ingenious,Israel,8.4,3
Ingenious,Italy,7.59,19
Ingenious,Japan,7.46,17
Ingenious,Latvia,7.38,8
Ingenious,Lithuania,7,1
Ingenious,Luxembourg,7.4,2
Ingenious,Malaysia,6.83,3
Ingenious,Mexico,7.3,5
Ingenious,Moldova,9.5,2
Ingenious,Netherlands,7.62,30
Ingenious,New Zealand,7.16,10
Ingenious,Norway,7.18,14
Ingenious,Peru,7,1
Ingenious,Philippines,7.33,3
Ingenious,Poland,7.82,44
Ingenious,Portugal,7.42,12
Ingenious,Qatar,6.8,1
Ingenious,Romania,8.63,4
Ingenious,Russia,7,7
Ingenious,Saudi Arabia,8,1
Ingenious,Republic of Serbia,6,1
Ingenious,Slovenia,8.6,5
Ingenious,South Africa,7.33,3
Ingenious,South Korea,7.61,18
Ingenious,Spain,7.72,66
Ingenious,Sweden,7.5,17
Ingenious,Switzerland,8.25,4
Ingenious,Taiwan,7.86,11
Ingenious,Thailand,8.25,4
Ingenious,Ukraine,8,1
Ingenious,USA,7.52,705
Istanbul,Argentina,8.66,9
Istanbul,Australia,8.04,24
Istanbul,Austria,8.33,9
Istanbul,Belarus,7,1
Istanbul,Belgium,7.95,19
Istanbul,Brazil,8.17,35
Istanbul,Bulgaria,8.25,2
Istanbul,Canada,7.94,63
Istanbul,Chile,7.96,5
Istanbul,China,8.03,14
Istanbul,Colombia,9,1
Istanbul,Croatia,8.17,3
Istanbul,Czech Republic,7.67,6
Istanbul,Denmark,7.87,6
Istanbul,England,7.25,7
Istanbul,Estonia,8.5,2
Istanbul,Finland,8.1,8
Istanbul,France,7.99,9
Istanbul,Germany,7.85,105
Istanbul,Greece,8.44,14
Istanbul,Guatemala,8,1
Istanbul,Hungary,6.88,6
Istanbul,Iceland,9,1
Istanbul,India,8.7,5
Istanbul,Indonesia,8.5,1
Istanbul,Iran,8,1
Istanbul,Ireland,8.13,4
Istanbul,Israel,8.22,6
Istanbul,Italy,7.76,29
Istanbul,Japan,8.16,21
Istanbul,Latvia,8.56,4
Istanbul,Lithuania,7.25,4
Istanbul,Luxembourg,7,1
Istanbul,Malaysia,8,3
Istanbul,Mexico,7.96,6
Istanbul,Netherlands,8.01,34
Istanbul,New Zealand,7.5,7
Istanbul,Norway,7.86,7
Istanbul,Peru,6,1
Istanbul,Philippines,9.08,6
Istanbul,Poland,7.88,25
Istanbul,Portugal,8.77,9
Istanbul,Qatar,3.4,1
Istanbul,Romania,8.88,8
Istanbul,Russia,8.07,7
Istanbul,Saudi Arabia,9,1
Istanbul,Republic of Serbia,8.5,4
Istanbul,Slovakia,8.5,2
Istanbul,Slovenia,8.5,2
Istanbul,South Africa,8.5,2
Istanbul,South Korea,8,8
Istanbul,Spain,7.63,40
Istanbul,Sweden,7.46,12
Istanbul,Switzerland,7.92,12
Istanbul,Taiwan,8.01,14
Istanbul,Thailand,8.46,7
Istanbul,Turkey,8.63,4
Istanbul,Ukraine,9.5,2
Istanbul,USA,7.94,408
Istanbul,Venezuela,9,1
Istanbul,Vietnam,7.5,2
Jaipur,Argentina,8.38,13
Jaipur,Australia,7.95,43
Jaipur,Austria,7.08,6
Jaipur,Belgium,8.08,11
Jaipur,Bolivia,8,1
Jaipur,Brazil,8.18,35
Jaipur,Brunei,8,1
Jaipur,Bulgaria,8.08,6
Jaipur,Canada,7.79,131
Jaipur,Chile,7.44,8
Jaipur,China,7.94,14
Jaipur,Colombia,7,2
Jaipur,Croatia,7.75,2
Jaipur,Czech Republic,7.75,4
Jaipur,Denmark,6.96,8
Jaipur,England,7.67,12
Jaipur,Estonia,7.6,2
Jaipur,Finland,7.35,16
Jaipur,France,8.04,29
Jaipur,Germany,7.45,54
Jaipur,Greece,7.94,21
Jaipur,Hungary,8.07,11
Jaipur,Iceland,8,1
Jaipur,India,9.63,4
Jaipur,Indonesia,7.75,2
Jaipur,Iran,10,1
Jaipur,Ireland,6.9,5
Jaipur,Israel,7.64,9
Jaipur,Italy,7.93,20
Jaipur,Japan,7.35,30
Jaipur,Latvia,8.42,3
Jaipur,Lithuania,9,2
Jaipur,Malaysia,8.4,6
Jaipur,Mexico,8.22,8
Jaipur,Moldova,9,1
Jaipur,Netherlands,7.55,19
Jaipur,New Zealand,7.27,9
Jaipur,Norway,7.43,8
Jaipur,Peru,8,2
Jaipur,Philippines,9,2
Jaipur,Poland,7.82,42
Jaipur,Portugal,7.83,14
Jaipur,Romania,8.29,7
Jaipur,Russia,7.7,15
Jaipur,Saudi Arabia,7.5,2
Jaipur,Republic of Serbia,7.38,4
Jaipur,Slovakia,7,2
Jaipur,Slovenia,8.67,3
Jaipur,South Africa,8,3
Jaipur,South Korea,7.95,10
Jaipur,Spain,7.49,106
Jaipur,Sweden,7.7,15
Jaipur,Switzerland,7.81,8
Jaipur,Taiwan,8.19,10
Jaipur,Thailand,7.19,8
Jaipur,Turkey,7.75,2
Jaipur,Uganda,7.5,1
Jaipur,Ukraine,7.68,8
Jaipur,USA,7.82,607
Jaipur,Uruguay,9,1
Jaipur,Venezuela,4,1
Jaipur,Vietnam,7.5,2
Jenga,Argentina,6.5,4
Jenga,Australia,5.98,24
Jenga,Austria,5,5
Jenga,Belarus,5,1
Jenga,Belgium,5.64,11
Jenga,Brazil,6.62,27
Jenga,Bulgaria,5.5,2
Jenga,Canada,5.53,59
Jenga,Chile,6,2
Jenga,China,5.67,3
Jenga,Croatia,5.5,4
Jenga,Czech Republic,6.1,5
Jenga,Denmark,7.5,2
Jenga,England,5,1
Jenga,Estonia,5.71,7
Jenga,Finland,5.67,10
Jenga,France,6.75,4
Jenga,Germany,6.12,58
Jenga,Greece,6.17,9
Jenga,Guatemala,6,1
Jenga,Hungary,6.25,6
Jenga,India,7,1
Jenga,Indonesia,7,1
Jenga,Ireland,6.5,2
Jenga,Israel,5,1
Jenga,Italy,6.75,22
Jenga,Japan,5.8,5
Jenga,Latvia,6,1
Jenga,Lithuania,6,4
Jenga,Malaysia,4.5,2
Jenga,Mexico,6.68,9
Jenga,Moldova,7,1
Jenga,Netherlands,6.21,17
Jenga,New Zealand,5.31,6
Jenga,Norway,5.4,5
Jenga,Peru,6,1
Jenga,Philippines,7,3
Jenga,Poland,6.31,38
Jenga,Portugal,6.12,5
Jenga,Romania,7.2,10
Jenga,Russia,5.83,13
Jenga,Slovakia,7,1
Jenga,Slovenia,5.5,2
Jenga,South Africa,4.67,3
Jenga,South Korea,5.26,18
Jenga,Spain,6.28,33
Jenga,Sri Lanka,7,1
Jenga,Sweden,5.7,10
Jenga,Switzerland,7.1,5
Jenga,Taiwan,5.5,2
Jenga,Turkey,5,1
Jenga,Ukraine,5.33,3
Jenga,USA,5.46,514
Jenga,Venezuela,6,1
Jenga,Vietnam,4,1
King of Tokyo,Argentina,7.85,20
King of Tokyo,Australia,7.54,80
King of Tokyo,Austria,7.75,8
King of Tokyo,Belarus,5,1
King of Tokyo,Belgium,7.72,33
King of Tokyo,Bolivia,8.5,2
King of Tokyo,Brazil,8.05,57
King of Tokyo,Bulgaria,7.5,9
King of Tokyo,Canada,7.81,251
King of Tokyo,Chile,7.05,12
King of Tokyo,China,6.32,10
King of Tokyo,Colombia,7.71,7
King of Tokyo,Costa Rica,8.33,3
King of Tokyo,Croatia,8,3
King of Tokyo,Czech Republic,7.63,8
King of Tokyo,Denmark,7.43,12
King of Tokyo,England,7.07,7
King of Tokyo,Estonia,9,1
King of Tokyo,Finland,7.65,16
King of Tokyo,France,7.53,34
King of Tokyo,Germany,7.6,108
King of Tokyo,Greece,7.89,24
King of Tokyo,Guatemala,7.75,2
King of Tokyo,Hungary,8.25,8
King of Tokyo,Iceland,8,3
King of Tokyo,India,7.75,4
King of Tokyo,Indonesia,7.5,5
King of Tokyo,Ireland,8.15,10
King of Tokyo,Israel,7.61,15
King of Tokyo,Italy,7.25,31
King of Tokyo,Japan,6.95,27
King of Tokyo,Latvia,7.29,7
King of Tokyo,Lithuania,7.31,9
King of Tokyo,Luxembourg,6.63,4
King of Tokyo,Malaysia,7.88,6
King of Tokyo,Mexico,8.07,26
King of Tokyo,Moldova,9,2
King of Tokyo,Netherlands,7.42,32
King of Tokyo,New Zealand,7.74,14
King of Tokyo,Norway,6.75,12
King of Tokyo,Peru,8.25,4
King of Tokyo,Philippines,8.61,9
King of Tokyo,Poland,7.53,62
King of Tokyo,Portugal,8.02,22
King of Tokyo,Qatar,7,2
King of Tokyo,Romania,7.69,13
King of Tokyo,Russia,7.65,13
King of Tokyo,Saudi Arabia,7.5,2
King of Tokyo,Republic of Serbia,7.21,7
King of Tokyo,Slovakia,7.67,3
King of Tokyo,Slovenia,8.38,5
King of Tokyo,South Africa,7.55,10
King of Tokyo,South Korea,6.35,10
King of Tokyo,Spain,7.2,121
King of Tokyo,Sri Lanka,6,1
King of Tokyo,Sweden,7.19,35
King of Tokyo,Switzerland,7.29,11
King of Tokyo,Taiwan,7.38,17
King of Tokyo,Thailand,7.3,10
King of Tokyo,Turkey,6.5,1
King of Tokyo,Ukraine,8.31,8
King of Tokyo,USA,7.68,1322
King of Tokyo,Uruguay,8.25,2
King of Tokyo,Venezuela,7,3
King of Tokyo,Vietnam,6.88,2
Kingdom Builder,Argentina,7.83,6
Kingdom Builder,Australia,7.57,34
Kingdom Builder,Austria,8.23,11
Kingdom Builder,Belarus,8,1
Kingdom Builder,Belgium,7.01,17
Kingdom Builder,Brazil,7.04,15
Kingdom Builder,Brunei,8.5,1
Kingdom Builder,Bulgaria,8,3
Kingdom Builder,Canada,7.27,90
Kingdom Builder,Chile,7.88,4
Kingdom Builder,China,7.8,7
Kingdom Builder,Croatia,6.55,2
Kingdom Builder,Czech Republic,7.5,4
Kingdom Builder,Denmark,7.67,6
Kingdom Builder,England,7.35,9
Kingdom Builder,Estonia,8,1
Kingdom Builder,Finland,6.91,14
Kingdom Builder,France,7.57,17
Kingdom Builder,Germany,7.4,128
Kingdom Builder,Greece,8.08,14
Kingdom Builder,Guatemala,7.5,1
Kingdom Builder,Hungary,7.63,8
Kingdom Builder,Iceland,7.5,1
Kingdom Builder,India,7,1
Kingdom Builder,Ireland,7.57,7
Kingdom Builder,Israel,6,2
Kingdom Builder,Italy,6.69,17
Kingdom Builder,Japan,7.18,20
Kingdom Builder,Latvia,7.83,6
Kingdom Builder,Lithuania,6.5,2
Kingdom Builder,Luxembourg,6,1
Kingdom Builder,Malaysia,9.2,3
Kingdom Builder,Mexico,8.5,2
Kingdom Builder,Netherlands,7.52,16
Kingdom Builder,New Zealand,6.74,14
Kingdom Builder,Norway,7.16,5
Kingdom Builder,Philippines,5,1
Kingdom Builder,Poland,7.81,35
Kingdom Builder,Portugal,7.56,8
Kingdom Builder,Qatar,8,1
Kingdom Builder,Romania,6.7,5
Kingdom Builder,Russia,7.84,8
Kingdom Builder,Saudi Arabia,9,1
Kingdom Builder,Republic of Serbia,9.5,2
Kingdom Builder,South Africa,7,1
Kingdom Builder,South Korea,7.44,5
